"BANKNO","BIDCITY","BIDNAME","BIDSTATE","BRDATE","BSTATUS","CERT","CHCLASS","CHCLASS1","CITY","CITYST","CLOSCD","COMMENTS","COST","COSTMOSTRECENTASOF","FAILDATE","FAILYR","FIN","FSL_PROG","FUND","ID","NAME","PSTALP","PTRDATE","QBFASSET","QBFDEP","RESDATE","RESTYPE","RESTYPE1","SAVR","TERMI","UNINSDEP","URL"
"","SILVER LAKE","CITIZENS STB OF SILVER L","MN","","I",8846,"NM","NM","BEAVER CREEK","BEAVER CREEK, MN","DPSAN","",964,"30SEP2025","3/13/1987","1987","6828","","1","1386","BEAVER CREEK STATE BANK","MN","0",7269,7149,"3/13/1987","FAILURE","IDT","FDIC","T","","na"
"","MUSKOGEE","CIMARRON FS&LA","OK","87-03-13","I",29828,"SL","SL","MUSKOGEE","MUSKOGEE, OK","","",235950,"30SEP2025","3/13/1987","1987","7579","MCP-D","3","1387","VICTOR S&LA","OK","0",601315,505320,"7/29/1988","FAILURE","MGR","FSLIC","T","","na"
"","OAK HARBOR","INTERWEST SAVINGS BANK","WA","","",30467,"SL","SL","SEATTLE","SEATTLE, WA","","",25941,"30SEP2025","3/13/1987","1987","1703","","3","1388","HOME S&LA","WA","0",150608,117570,"3/13/1987","ASSISTANCE","A/A","FSLIC","","","na"
"","OKLAHOMA CITY","UNITED BANK OF OKLAHOMA","OK","","I",411,"SM","SM","OKLAHOMA CITY","OKLAHOMA CITY, OK","PABNN","",39633,"30SEP2025","3/17/1987","1987","2662","","1","1389","UNITED OKLAHOMA BANK","OK","0",171925,121959,"3/17/1987","FAILURE","PA","FDIC","T","","na"
"","0","0","0","","",,"NM","NM","NEWBERN","NEWBERN, TN","","",,"","7/17/1937","1937","0","","1","139","FARMERS & MERCHANTS BANK","TN","0",264,189,,"FAILURE","PO","FDIC","","",""
"","0","0","0","87-03-18","",32183,"SL","SL","LOS ANGELES","LOS ANGELES, CA","","FSLIC-RTC Duplicate Failures",,"30SEP2025","3/18/1987","1987","0","MCP-C/JTRGO","3","1390","PERPETUAL SB","CA","0",62462,59674,,"FAILURE","MGR","FSLIC","","","na"
"","LAUREL","YELLOWSTONE BANK","MT","","I",1108,"N","N","FROMBERG","FROMBERG, MT","PANNN","",1194,"30SEP2025","3/19/1987","1987","2665","","1","1391","CLARKS FORK NATIONAL BANK","MT","0",8423,8159,"3/19/1987","FAILURE","PA","FDIC","T","","na"
"","DE KALB","STATE BANK OF DE KALB","TX","","I",3139,"N","N","CLARKSVILLE","CLARKSVILLE, TX","PANNN","",5309,"30SEP2025","3/19/1987","1987","2663","","1","1392","RED RIVER NATIONAL BANK IN CLARKSVILLE","TX","0",22829,23367,"3/19/1987","FAILURE","PA","FDIC","T","","na"
"","LOUISE","FIRST STATE BANK","TX","","I",16856,"NM","NM","SWEENEY","SWEENEY, TX","PASNN","",5951,"30SEP2025","3/19/1987","1987","2664","","1","1393","SWEENEY BANK","TX","0",19669,20071,"3/19/1987","FAILURE","PA","FDIC","T","","na"
"","TISHOMINGO","FIRST AMERICAN NATIONAL","OK","","I",4243,"NM","NM","MADILL","MADILL, OK","PASNN","",11324,"30SEP2025","3/20/1987","1987","2666","","1","1394","THE MADILL BANK & TRUST COMPANY","OK","0",39630,39050,"3/20/1987","FAILURE","PA","FDIC","T","","na"
"","DEMOTTE","DE MOTTE STATE BANK","IN","","I",13095,"NM","NM","MOROCCO","MOROCCO, IN","PASAN","",1710,"30SEP2025","3/20/1987","1987","2667","","1","1395","MOROCCO STATE BANK","IN","0",16299,15779,"3/20/1987","FAILURE","PA","FDIC","T","","na"
"","ORANGE","COLONIAL BANK NATIONAL A","CA","","I",24789,"NM","NM","ORANGE","ORANGE, CA","PASNN","",5556,"30SEP2025","3/20/1987","1987","2668","","1","1396","NEW CITY BANK","CA","0",26049,25847,"3/20/1987","FAILURE","PA","FDIC","T","","na"
"","0","0","0","","",29821,"SL","SL","HAGERSTOWN","HAGERSTOWN, MD","","",77866,"30SEP2025","3/20/1987","1987","0","","3","1397","FIRST FS&LA","MD","0",95719,124677,"3/20/1987","FAILURE","IDT","FSLIC","","","na"
"","VERNON","MONTFORT SAVINGS ASSOCIATIO","TX","87-03-20","I",31171,"SL","SL","VERNON","VERNON, TX","","",1061532,"30SEP2025","3/20/1987","1987","7561","MCP-C","3","1398","VERNON S&LA","TX","0",1347012,1582967,"11/20/1987","FAILURE","ABT","FSLIC","T","","na"
"","0","0","0","","",31893,"SL","SL","PASCAGOULA","PASCAGOULA, MS","","",14707,"30SEP2025","3/20/1987","1987","0","","3","1399","FIRST SOUTHERN SA","MS","0",47063,57202,"3/20/1987","FAILURE","IDT","FSLIC","","","na"
"","0","0","0","","",,"NM","NM","CLINTON","CLINTON, OK","","",,"","4/4/1935","1935","0","","1","14","GUARANTY STATE BANK","OK","0",264,176,,"FAILURE","PO","FDIC","","",""
"","0","0","0","","",,"NM","NM","BLOXOM","BLOXOM, VA","","",,"","7/19/1937","1937","0","","1","140","PEOPLES BANK OF BLOXOM, INC.","VA","0",101,63,,"FAILURE","PO","FDIC","","",""
"","NEW ORLEANS","FIRST FSB OF NEW ORLEANS","LA","","",32156,"SL","SL","NEW ORLEANS","NEW ORLEANS, LA","","",12488,"30SEP2025","3/20/1987","1987","1704","","3","1400","BAYOU FS&LA","LA","0",25833,28256,"3/20/1987","ASSISTANCE","A/A","FSLIC","","","na"
"","SALT LAKE CITY","CROSSLAND SAVINGS FSB","UT","","",30681,"SL","SL","SALT LAKE CITY","SALT LAKE CITY, UT","","",478,"30SEP2025","3/24/1987","1987","1880","","3","1401","WESTERN S&LA","UT","0",392698,360780,"3/24/1987","ASSISTANCE","A/A","FSLIC","","","na"
"","JACKSONVILLE","FIRST FS&LA OF JACKSONVILLE","FL","87-03-25","",32050,"SL","SL","DAVIE","DAVIE, FL","","",4191,"30SEP2025","3/25/1987","1987","1784","MCP-C","3","1402","SOUTH FLORIDA SAVINGS BANK","FL","0",172028,176277,"12/31/1988","ASSISTANCE","A/A","FSLIC","","","na"
"","PERRY","FIRST NB&T CO PERRY OKLA","OK","","I",9466,"NM","NM","BILLINGS","BILLINGS, OK","PASAN","",1162,"30SEP2025","3/26/1987","1987","2669","","1","1403","THE FIRST STATE BANK IN BILLINGS","OK","0",10151,10308,"3/26/1987","FAILURE","PA","FDIC","T","","na"
"","SAINT JOSEPH","BANK OF ST JOSEPH&TRUST","LA","","I",8803,"NM","NM","TALLULAH","TALLULAH, LA","PASNN","",11925,"30SEP2025","3/27/1987","1987","2670","","1","1404","TALLULAH STATE BANK & TRUST COMP","LA","0",31136,31357,"3/27/1987","FAILURE","PA","FDIC","T","","na"
"","0","0","0","","I",31880,"SL","SL","STANTON","STANTON, CA","","",29205,"30SEP2025","3/27/1987","1987","7553","","3","1405","EQUITABLE S&LA","CA","0",58927,83722,"3/27/1987","FAILURE","IDT","FSLIC","T","","na"
"","HERINGTON","BANK OF HERINGTON","KS","","I",4685,"N","N","HERINGTON","HERINGTON, KS","PANAN","",4928,"30SEP2025","4/2/1987","1987","2671","","1","1406","THE FIRST NATIONAL BANK OF HERINGTON","KS","0",20742,19866,"4/2/1987","FAILURE","PA","FDIC","T","","na"
"","LOS ANGELES","FIRST NETWORK SAVINGS BANK","CA","87-04-03","",31440,"SL","SL","SOUTH LAKE TAHOE","SOUTH LAKE TAHOE, CA","","",41668,"30SEP2025","4/3/1987","1987","1787","MCP-C","3","1407","TAHOE S&LA","CA","0",81164,90792,"12/31/1988","ASSISTANCE","A/A","FSLIC","","","na"
"","SHIDLER","COMMUNITY BANK","OK","","I",4047,"N","N","BRAMAN","BRAMAN, OK","PANAN","",4834,"30SEP2025","4/9/1987","1987","2673","","1","1408","FIRST NATIONAL BANK OF BRAMAN","OK","0",12218,11728,"4/9/1987","FAILURE","PA","FDIC","T","","na"
"","DEER LODGE","PEOPLES BK OF DEER LODGE","MT","","I",8316,"NM","NM","DEER LODGE","DEER LODGE, MT","TASAN","",2957,"30SEP2025","4/9/1987","1987","2675","","1","1409","DEER LODGE BANK & TRUST COMPANY","MT","0",15166,14148,"4/9/1987","FAILURE","PA","FDIC","T","","na"
"","0","0","0","","",,"NM","NM","MICHIGAN CITY","MICHIGAN CITY, IN","","",,"","7/20/1937","1937","0","","1","141","MICHIGAN CITY TRUST & SAVINGS BANK","IN","0",,983,,"FAILURE","P&A","FDIC","","",""
"","DENVER","PRUDENTIAL BANK","CO","","I",24161,"NM","NM","GLENDALE","GLENDALE, CO","PASNN","",481,"30SEP2025","4/9/1987","1987","2674","","1","1410","COMMONWEALTH BANK","CO","0",7799,7696,"4/9/1987","FAILURE","PA","FDIC","T","","na"
"","HARRIS COUNTY","OMNIBANC NORTH BELT NA","TX","","I",24791,"N","N","HOUSTON","HOUSTON, TX","PANNN","",5390,"30SEP2025","4/9/1987","1987","2672","","1","1411","THE SOUTHWESTERN BANK, N.A.","TX","0",14704,14541,"4/9/1987","FAILURE","PA","FDIC","T","","na"
"","BLOOMINGTON","MONROE COUNTY BANK","IN","","I",10094,"NM","NM","BROWNSTOWN","BROWNSTOWN, IN","DPSAN","",1316,"30SEP2025","4/10/1987","1987","6843","","1","1412","THE CITIZENS STATE BANK","IN","0",29049,27725,"4/10/1987","FAILURE","IDT","FDIC","T","","na"
"","ST. GEORGE","DIXIE STATE BANK","UT","","I",16617,"NM","NM","PAROWAN","PAROWAN, UT","TASNN","",3752,"30SEP2025","4/10/1987","1987","2676","","1","1413","BANK OF IRON COUNTY","UT","0",19827,19467,"4/10/1987","FAILURE","PA","FDIC","T","","na"
"","0","0","0","","I",32028,"SL","SL","ALBANY","ALBANY, OR","","",15833,"30SEP2025","4/10/1987","1987","7554","","3","1414","FUTURE S&LA","OR","0",57614,57710,"4/10/1987","FAILURE","IDT","FSLIC","T","","na"
"","0","0","0","","I",16291,"NM","NM","FOREST CITY","FOREST CITY, MO","POSAN","",1756,"30SEP2025","4/16/1987","1987","6845","","1","1415","FIRST STATE BANK OF FOREST CITY","MO","0",6457,6830,"4/16/1987","FAILURE","PO","FDIC","T","","na"
"","FORT WORTH","SOUTHWEST BANK","TX","","I",20724,"NM","NM","SAGINAW","SAGINAW, TX","PASNN","",8320,"30SEP2025","4/16/1987","1987","2677","","1","1416","FIRST BANK OF SAGINAW","TX","0",30622,29945,"4/16/1987","FAILURE","PA","FDIC","T","","na"
"","HARRIS COUNTY","OMNIBANC NORTH BELT NA","TX","","I",24467,"N","N","HOUSTON","HOUSTON, TX","PANNN","",1898,"30SEP2025","4/16/1987","1987","2678","","1","1417","FIRST COMMERCIAL BANK OF TEXAS,","TX","0",4400,4685,"4/16/1987","FAILURE","PA","FDIC","T","","na"
"","0","0","0","87-04-16","",32204,"SL","SL","BOCA RATON","BOCA RATON, FL","","FSLIC-RTC Duplicate Failures",,"30SEP2025","4/16/1987","1987","0","MCP-C/JTRGO","3","1418","SOUTHERN FLORIDABANC SA","FL","0",219068,256578,,"FAILURE","MGR","FSLIC","","","na"
"","GERALDINE","BANK OF GERALDINE","AL","","I",76,"NM","NM","COLLINSVILLE","COLLINSVILLE, AL","PASNN","",934,"30SEP2025","4/22/1987","1987","2680","","1","1419","THE PEOPLES BANK","AL","0",11896,11899,"4/22/1987","FAILURE","PA","FDIC","T","","na"
"","0","0","0","","",,"NM","NM","HAMILTON","HAMILTON, MO","","",,"","7/24/1937","1937","0","","1","142","FIRST BANK & TRUST COMPANY OF HAMILTON","MO","0",698,544,,"FAILURE","PO","FDIC","","",""
"","TUPELO","BANK OF MISSISSIPPI","MS","","I",11426,"NM","NM","OAKLAND","OAKLAND, MS","PASNN","",2720,"30SEP2025","4/22/1987","1987","2679","","1","1420","THE BANK OF NORTH MISSISSIPPI","MS","0",14452,13820,"4/22/1987","FAILURE","PA","FDIC","T","","na"
"","OSCEOLA","AMERICAN STATE BANK","IA","","I",20304,"NM","NM","OSCEOLA","OSCEOLA, IA","PASAN","",1583,"30SEP2025","4/23/1987","1987","2681","","1","1421","OSCEOLA STATE BANK & TRUST COMPANY","IA","0",8590,7693,"4/23/1987","FAILURE","PA","FDIC","T","","na"
"","AUSTIN","GREATER TEXAS BANK NORTH","TX","","I",26201,"N","N","AUSTIN","AUSTIN, TX","DPNNN","",11466,"30SEP2025","4/23/1987","1987","5851","","1","1422","NORTH CENTRAL NATIONAL BANK","TX","0",23388,23093,"4/23/1987","FAILURE","IDT","FDIC","T","","na"
"","0","0","0","","I",31804,"SL","SL","LEESVILLE","LEESVILLE, LA","","",121725,"30SEP2025","4/24/1987","1987","7556","","3","1423","LIBERTY FS&LA","LA","0",134936,150687,"4/24/1987","FAILURE","PO","FSLIC","T","","na"
"","SALT LAKE CITY","FIRST INTERSTATE BK OF U","UT","","I",22548,"SM","SM","SALT LAKE COUNTY","SALT LAKE COUNTY, UT","DPBNN","",110,"30SEP2025","4/29/1987","1987","6852","","1","1424","HERITAGE BANK & TRUST","UT","0",17640,16225,"4/29/1987","FAILURE","IDT","FDIC","T","","na"
"","MEMPHIS","MEMPHIS STATE BANK","TX","","I",16098,"NM","NM","TURKEY","TURKEY, TX","PASAN","",1313,"30SEP2025","4/30/1987","1987","2682","","1","1425","PEOPLES STATE BANK","TX","0",5789,5837,"4/30/1987","FAILURE","PA","FDIC","T","","na"
"","HOUSTON","AMERICAN BANK","TX","","I",18595,"NM","NM","HOUSTON","HOUSTON, TX","DPSNN","",110841,"30SEP2025","4/30/1987","1987","6854","","1","1426","UNITEDBANK-HOUSTON","TX","0",217304,183389,"4/30/1987","FAILURE","IDT","FDIC","T","","na"
"","ENGLEWOOD","PROFESSIONAL BANK OF CO","CO","","I",26207,"SM","SM","DENVER","DENVER, CO","PABNN","",10933,"30SEP2025","5/6/1987","1987","2683","","1","1427","AMERICAN BANK OF COMMERCE","CO","0",25504,24587,"5/6/1987","FAILURE","PA","FDIC","T","","na"
"","ABERDEEN","FARMERS&MERCHANTS B&T CO","SD","","I",506,"NM","NM","SISSETON","SISSETON, SD","PASAN","",4479,"30SEP2025","5/7/1987","1987","2684","","1","1428","FIRST STATE BANK OF SISSETON","SD","0",20058,19350,"5/7/1987","FAILURE","PA","FDIC","T","","na"
"","JEFFERSON COUNTY","FIRSTBANK OF COLORADO NA","CO","","I",24569,"N","N","LITTLETON","LITTLETON, CO","DPNNN","",3795,"30SEP2025","5/7/1987","1987","5857","","1","1429","NORTH AMERICAN NATIONAL BANK","CO","0",9516,9008,"5/7/1987","FAILURE","IDT","FDIC","T","","na"
"","0","0","0","","",,"NM","NM","MAYSVILLE","MAYSVILLE, MO","","",,"","8/5/1937","1937","0","","1","143","KOCHAN BANKING COMPANY","MO","0",,173,,"FAILURE","P&A","FDIC","","",""
"","DEVILS LAKE","RAMSEY NB&T CO DEVILS LA","ND","","I",9426,"NM","NM","MADDOCK","MADDOCK, ND","DPSAN","",1118,"30SEP2025","5/8/1987","1987","6858","","1","1430","FARMERS STATE BANK","ND","0",11864,11675,"5/8/1987","FAILURE","IDT","FDIC","T","","na"
"","MANSURA","MANSURA STB MANSURA LA","LA","","I",16357,"NM","NM","MOREAUVILLE","MOREAUVILLE, LA","TASAN","",3080,"30SEP2025","5/8/1987","1987","2685","","1","1431","MOREAUVILLE STATE BANK","LA","0",16813,16917,"5/8/1987","FAILURE","PA","FDIC","T","","na"
"","SYRACUSE","SYRACUSE SAVINGS BANK","NY","","",16043,"SI","SI","SYRACUSE","SYRACUSE, NY","","",0,"30SEP2025","5/13/1987","1987","1935","","1","1432","SYRACUSE SAVINGS BANK","NY","0",1183321,1099485,"5/13/1987","ASSISTANCE","A/A","FDIC","","","na"
"","FERGUS FALLS","FIRST NB OF FERGUS FALLS","MN","","I",5135,"N","N","ELBOW LAKE","ELBOW LAKE, MN","PANAN","",7717,"30SEP2025","5/14/1987","1987","2689","","1","1433","THE FIRST NATIONAL BANK OF ELBOW LAKE","MN","0",14157,15712,"5/14/1987","FAILURE","PA","FDIC","T","","na"
"","LONGVIEW","BANK OF LONGVIEW NA","TX","","I",14279,"N","N","MARLIN","MARLIN, TX","PANAN","",12746,"30SEP2025","5/14/1987","1987","2686","","1","1434","MARLIN NATIONAL BANK","TX","0",39566,43669,"5/14/1987","FAILURE","PA","FDIC","T","","na"
"","LONG PRAIRIE","FIRST NB OF LONG PRAIRIE","MN","","I",16684,"NM","NM","LONG PRAIRIE","LONG PRAIRIE, MN","PASAN","",2357,"30SEP2025","5/14/1987","1987","2687","","1","1435","TODD COUNTY STATE BANK","MN","0",15410,15150,"5/14/1987","FAILURE","PA","FDIC","T","","na"
"","LIBBY","FIRST NATIONAL BANK IN L","MT","","I",19324,"NM","NM","LIBBY","LIBBY, MT","PASNN","",1718,"30SEP2025","5/14/1987","1987","2688","","1","1436","UNITED BANK","MT","0",15369,14434,"5/14/1987","FAILURE","PA","FDIC","T","","na"
"","0","0","0","87-05-15","",32138,"SL","SL","NEW PORT RICHEY","NEW PORT RICHEY, FL","","FSLIC-RTC Duplicate Failures",,"30SEP2025","5/15/1987","1987","0","MCP-C/JTRGO","3","1437","LIBERTY S&LA","FL","0",98688,115467,,"FAILURE","MGR","FSLIC","","","na"
"","DALLAS","SUNBELT SAVINGS, FSB","TX","87-05-20","",31130,"SL","SL","IRVING","IRVING, TX","","",1581749,"30SEP2025","5/20/1987","1987","1798","MCP-C/SWP","3","1438","INDEPENDENT AMERICAN SA","TX","0",1014023,1392604,"8/19/1988","FAILURE","MGR","FSLIC","","","na"
"","OAK GROVE","WEST CARROLL NB OF OAK G","LA","","I",317,"NM","NM","OAK GROVE","OAK GROVE, LA","PASNN","",5966,"30SEP2025","5/21/1987","1987","2690","","1","1439","BANK OF OAK GROVE","LA","0",24019,23551,"5/21/1987","FAILURE","PA","FDIC","T","","na"
"","0","0","0","","",,"NM","NM","NOEL","NOEL, MO","","",,"","8/11/1937","1937","0","","1","144","THE BANK OF NOEL","MO","0",135,108,,"FAILURE","PO","FDIC","","",""
"","HOUSTON","RIVER OAKS BANK","TX","","I",20792,"N","N","HOUSTON","HOUSTON, TX","DPNNN","",7966,"30SEP2025","5/21/1987","1987","5866","","1","1440","TEXAS INVESTMENT BANK, N.A.","TX","0",17088,15268,"5/21/1987","FAILURE","IDT","FDIC","T","","na"
"","TRAVIS COUNTY","GREATER TX BANK SOUTHWES","TX","","I",24487,"N","N","AUSTIN","AUSTIN, TX","PANNN","",14074,"30SEP2025","5/21/1987","1987","2691","","1","1441","LAKE AUSTIN NATIONAL BANK","TX","0",43698,43348,"5/21/1987","FAILURE","PA","FDIC","T","","na"
"","HOUSTON","TEXAS CAPITAL BANK-WESTW","TX","","I",26199,"N","N","HOUSTON","HOUSTON, TX","DPNNN","",18143,"30SEP2025","5/28/1987","1987","5867","","1","1442","TEXAS NATIONAL BANK-WESTHEIMER","TX","0",26342,26420,"5/28/1987","FAILURE","IDT","FDIC","T","","na"
"","MOUNTAIN LAKE","FARMERS STB OF MOUNTAIN","MN","","I",5275,"N","N","WILMONT","WILMONT, MN","DPNAN","",2005,"30SEP2025","5/29/1987","1987","5868","","1","1443","FIRST NATIONAL BANK OF WILMONT","MN","0",13330,11777,"5/29/1987","FAILURE","IDT","FDIC","T","","na"
"","RICHARDSON","PROMENADE NATIONAL BANK","TX","","I",16605,"NM","NM","FRISCO","FRISCO, TX","PASNN","",10328,"30SEP2025","6/4/1987","1987","2693","","1","1444","THE FIRST STATE BANK","TX","0",43341,43477,"6/4/1987","FAILURE","PA","FDIC","T","","na"
"","AUSTIN","MBANK AUSTIN NATIONAL AS","TX","","I",20065,"NM","NM","AUSTIN","AUSTIN, TX","DPSNN","",62407,"30SEP2025","6/4/1987","1987","6869","","1","1445","UNITED BANK OF TEXAS","TX","0",208352,190365,"6/4/1987","FAILURE","IDT","FDIC","T","","na"
"","RICH HILL","SECURITY BANK OF RICH HILL","MO","","",9806,"NM","NM","RICH HILL","RICH HILL, MO","","",225,"30SEP2025","6/5/1987","1987","1938","","1","1446","SECURITY BANK OF RICH HILL","MO","0",12966,12729,"6/5/1987","ASSISTANCE","A/A","FDIC","","","na"
"","MILFORD","ELLIS COUNTY STATE BANK","TX","","I",3346,"NM","NM","MILFORD","MILFORD, TX","TASNN","",1938,"30SEP2025","6/11/1987","1987","2695","","1","1447","FIRST STATE BANK","TX","0",7304,6869,"6/11/1987","FAILURE","PA","FDIC","T","","na"
"","EL DORADO","FIRST NATIONAL BANK&TRUS","KS","","I",17382,"NM","NM","BENTON","BENTON, KS","PASNN","",2972,"30SEP2025","6/11/1987","1987","2694","","1","1448","THE BENTON STATE BANK","KS","0",9417,8750,"6/11/1987","FAILURE","PA","FDIC","T","","na"
"","HOUSTON","JERSEY VILLAGE BANK","TX","","I",24885,"N","N","HOUSTON","HOUSTON, TX","PANNN","",4686,"30SEP2025","6/11/1987","1987","2696","","1","1449","NORTHWEST COMMERCIAL BANK, N.A.","TX","0",14201,14457,"6/11/1987","FAILURE","PA","FDIC","T","","na"
"","0","0","0","","",,"N","N","ALBERTVILLE","ALBERTVILLE, AL","","",,"","8/12/1937","1937","0","","1","145","THE FIRST NATIONAL BANK OF ALBERTVILLE","AL","0",,428,,"FAILURE","P&A","FDIC","","",""
"","0","0","0","87-06-11","",31055,"SL","SL","TEXARKANA","TEXARKANA, TX","","FSLIC-RTC Duplicate Failures",,"30SEP2025","6/11/1987","1987","0","MCP-C/JTRGO","3","1450","SECURITY SAVINGS ASSOCIATION","TX","0",429813,478652,,"FAILURE","MGR","FSLIC","","","na"
"","CINCINNATI","PROVIDENT BANK","OH","","I",23207,"NM","NM","LOCKLAND","LOCKLAND, OH","PASNN","",0,"30SEP2025","6/12/1987","1987","2698","","1","1451","HAMILTON COUNTY STATE BANK","OH","0",13762,11524,"6/12/1987","FAILURE","PA","FDIC","T","","na"
"","WHITTIER","LIBERTY THRIFT&LOAN","CA","","I",26362,"NM","NM","WHITTIER","WHITTIER, CA","TASNN","",3263,"30SEP2025","6/12/1987","1987","2697","","1","1452","WHITTIER THRIFT & LOAN","CA","0",15206,14409,"6/12/1987","FAILURE","PA","FDIC","T","","na"
"","0","0","0","","",32130,"SL","SL","FAIRBANKS","FAIRBANKS, AK","","",2366,"30SEP2025","6/12/1987","1987","0","","3","1453","FRONTIER S&LA","AK","0",7408,7990,"6/12/1987","FAILURE","IDT","FSLIC","","","na"
"","MARYVILLE","FIRST BANK OF MARYVILLE","MO","","I",1947,"NM","NM","MARYVILLE","MARYVILLE, MO","TASAN","",1813,"30SEP2025","6/18/1987","1987","2699","","1","1454","FIRST MIDWEST BANK","MO","0",25620,25691,"6/18/1987","FAILURE","PA","FDIC","T","","na"
"","MINNEAPOLIS","MIDWEST FS&LA OF MINNEAPOLI","MN","87-06-18","I",29814,"SB","SB","EL RENO","EL RENO, OK","","",60033,"30SEP2025","6/18/1987","1987","7569","MCP-C","3","1455","INVESTORS FEDERAL BANK","OK","0",97509,96314,"3/25/1988","FAILURE","IDT","FSLIC","T","","na"
"","MANY","PEOPLES STATE BANK","LA","","I",9321,"NM","NM","MANSFIELD","MANSFIELD, LA","PASNN","",3375,"30SEP2025","6/24/1987","1987","2700","","1","1456","PELICAN STATE BANK","LA","0",7188,7026,"6/24/1987","FAILURE","PA","FDIC","T","","na"
"","MULHALL","OKLAHOMA STATE BANK","OK","","I",4073,"NM","NM","COYLE","COYLE, OK","PASNN","",1529,"30SEP2025","6/25/1987","1987","2701","","1","1457","EIGHTY NINER BANK OF COYLE","OK","0",6583,5995,"6/25/1987","FAILURE","PA","FDIC","T","","na"
"","DENVER","FIRST NB OF SOUTHEAST DE","CO","","I",18816,"N","N","GLENDALE","GLENDALE, CO","PANNN","",21110,"30SEP2025","6/25/1987","1987","2702","","1","1458","SOUTH DENVER NATIONAL BANK","CO","0",59565,61812,"6/25/1987","FAILURE","PA","FDIC","T","","na"
"","RED WING","GOODHUE CNTY NB OF RED W","MN","","I",12190,"NM","NM","LANESBORO","LANESBORO, MN","PASAN","",2321,"30SEP2025","6/26/1987","1987","2704","","1","1459","LANESBORO STATE BANK","MN","0",11391,10974,"6/26/1987","FAILURE","PA","FDIC","T","","na"
"","0","0","0","","",,"N","N","BROOKLYN","BROOKLYN, NY","","",,"","8/14/1937","1937","0","","1","146","THE FORT GREENE NATIONAL BANK IN NEW YORK","NY","0",2379,1987,,"FAILURE","PO","FDIC","","",""
"","MANY","PEOPLES STATE BANK","LA","","I",23131,"NM","NM","GREENWOOD","GREENWOOD, LA","PASNN","",5197,"30SEP2025","6/26/1987","1987","2703","","1","1460","LIBERTY BANK & TRUST COMPANY","LA","0",12588,12236,"6/26/1987","FAILURE","PA","FDIC","T","","na"
"","MINNEAPOLIS","MIDWEST FS&LA OF MINNEAPOLI","MN","87-06-29","I",29862,"SL","SL","DURANT","DURANT, OK","","",46360,"30SEP2025","6/29/1987","1987","7570","MCP-C","3","1461","UNITED FS&LA","OK","0",89797,78169,"3/25/1988","FAILURE","IDT","FSLIC","T","","na"
"","NEW YORK","ENSIGN BANK FSB","NY","","",29917,"SL","SL","FORT LEE","FORT LEE, NJ","","",13141,"30SEP2025","6/30/1987","1987","1708","","3","1462","FORT LEE S&LA","NJ","0",170600,183297,"6/30/1987","ASSISTANCE","A/A","FSLIC","","","na"
"","MOULTON","MOULTON STATE BANK","TX","","I",18279,"NM","NM","BRAZORIA","BRAZORIA, TX","PASNN","",3732,"30SEP2025","7/2/1987","1987","2705","","1","1463","BANK OF BRAZORIA","TX","0",24475,23989,"7/2/1987","FAILURE","PA","FDIC","T","","na"
"","COLLEGE STATION","UNITED CITIZENS BANK NA","TX","","I",22311,"NM","NM","BRYAN","BRYAN, TX","PASNN","",13834,"30SEP2025","7/2/1987","1987","2706","","1","1464","CITIZENS BANK","TX","0",46400,44269,"7/2/1987","FAILURE","PA","FDIC","T","","na"
"","SEATTLE","WASHINGTON FS&LA","WA","","",28327,"SL","SL","BOISE","BOISE, ID","","",73245,"30SEP2025","7/2/1987","1987","1709","","3","1465","UNITED FIRST FS&LA","ID","0",344451,299597,"7/2/1987","ASSISTANCE","A/A","FSLIC","","","na"
"","SEATTLE","WASHINGTON FS&LA","WA","","",29043,"SL","SL","BOISE","BOISE, ID","","",54583,"30SEP2025","7/2/1987","1987","1709","","3","1466","PROVIDENT FS&LA","ID","0",222304,210863,"7/2/1987","ASSISTANCE","A/A","FSLIC","","","na"
"","RED OAK","RED OAK STATE BANK","TX","","I",9972,"NM","NM","RED OAK","RED OAK, TX","TASNN","",6635,"30SEP2025","7/9/1987","1987","2707","","1","1467","RED OAK STATE BANK","TX","0",44373,42459,"7/9/1987","FAILURE","PA","FDIC","T","","na"
